"Date","Close"
1997-01-17,1349.050049
1997-01-20,1364.280029
1997-01-21,1376.969971
1997-01-22,1388.060059
1997-01-23,1378.369995
1997-01-24,1363.829956
1997-01-27,1352.810059
1997-01-28,1354.369995
1997-01-29,1355.170044
1997-01-30,1371.02002
1997-01-31,1379.849976
1997-02-03,1376.050049
1997-02-04,1373.75
1997-02-05,1348.439941
1997-02-06,1346.400024
1997-02-07,1357.709961
1997-02-10,1335.339966
1997-02-11,1331.51001
1997-02-12,1358.959961
1997-02-13,1370.810059
1997-02-14,1367.189941
1997-02-18,1365.790039
1997-02-19,1365.579956
1997-02-20,1347.400024
1997-02-21,1334.319946
1997-02-24,1345.079956
1997-02-25,1347.689941
1997-02-26,1340.550049
1997-02-27,1312.660034
1997-02-28,1309
1997-03-03,1311.180054
1997-03-04,1317.369995
1997-03-05,1329.089966
1997-03-06,1315.430054
1997-03-07,1311.800049
1997-03-10,1322.719971
1997-03-11,1316.76001
1997-03-12,1304.130005
1997-03-13,1293.280029
1997-03-14,1292.969971
1997-03-17,1279.430054
1997-03-18,1269.339966
1997-03-19,1249.290039
1997-03-20,1259.26001
1997-03-21,1254.069946
1997-03-24,1242.640015
1997-03-25,1248.060059
1997-03-26,1269.079956
1997-03-27,1249.51001
1997-03-31,1221.699951
1997-04-01,1216.930054
1997-04-02,1201
1997-04-03,1213.76001
1997-04-04,1236.72998
1997-04-07,1251.349976
1997-04-08,1257.369995
1997-04-09,1249.430054
1997-04-10,1235.77002
1997-04-11,1206.900024
1997-04-14,1216.410034
1997-04-15,1212.880005
1997-04-16,1210.27002
1997-04-17,1217.069946
1997-04-18,1222.569946
1997-04-21,1203.949951
1997-04-22,1212.73999
1997-04-23,1227.140015
1997-04-24,1228.099976
1997-04-25,1209.290039
1997-04-28,1217.030029
1997-04-29,1242.630005
1997-04-30,1260.76001
1997-05-01,1270.5
1997-05-02,1305.329956
1997-05-05,1339.23999
1997-05-06,1328.300049
1997-05-07,1322.910034
1997-05-08,1330.829956
1997-05-09,1335.050049
1997-05-12,1344.189941
1997-05-13,1333.589966
1997-05-14,1335.550049
1997-05-15,1353.579956
1997-05-16,1340.72998
1997-05-19,1341.23999
1997-05-20,1363.880005
1997-05-21,1373.75
1997-05-22,1372.599976
1997-05-23,1389.719971
1997-05-27,1409.209961
1997-05-28,1410.180054
1997-05-29,1403.040039
1997-05-30,1400.319946
1997-06-02,1404.790039
1997-06-03,1384.910034
1997-06-04,1379.670044
1997-06-05,1390.050049
1997-06-06,1404.839966
1997-06-09,1412.040039
1997-06-10,1401.689941
1997-06-11,1407.849976
1997-06-12,1411.319946
1997-06-13,1423.030029
1997-06-16,1431.949951
1997-06-17,1443.109985
1997-06-18,1432.430054
1997-06-19,1447.140015
1997-06-20,1447.099976
1997-06-23,1434.319946
1997-06-24,1452.430054
1997-06-25,1446.23999
1997-06-26,1436.380005
1997-06-27,1438.150024
1997-06-30,1442.069946
1997-07-01,1438.25
1997-07-02,1455.609985
1997-07-03,1467.609985
1997-07-07,1470.73999
1997-07-08,1485.099976
1997-07-09,1486.630005
1997-07-10,1490.930054
1997-07-11,1502.619995
1997-07-14,1523.880005
1997-07-15,1542.109985
1997-07-16,1580.630005
1997-07-17,1568.849976
1997-07-18,1547.98999
1997-07-21,1536.22998
1997-07-22,1563.859985
1997-07-23,1567.650024
1997-07-24,1569.130005
1997-07-25,1569.579956
1997-07-28,1563.530029
1997-07-29,1572.319946
1997-07-30,1588.050049
1997-07-31,1593.810059
1997-08-01,1594.329956
1997-08-04,1605.449951
1997-08-05,1621.530029
1997-08-06,1630.439941
1997-08-07,1624.180054
1997-08-08,1598.52002
1997-08-11,1586.73999
1997-08-12,1576.23999
1997-08-13,1583.400024
1997-08-14,1586.689941
1997-08-15,1562.030029
1997-08-18,1569.52002
1997-08-19,1600.709961
1997-08-20,1628.699951
1997-08-21,1607.359985
1997-08-22,1598.689941
1997-08-25,1601.569946
1997-08-26,1591.300049
1997-08-27,1595.540039
1997-08-28,1581.319946
1997-08-29,1587.319946
1997-09-02,1618.089966
1997-09-03,1618.23999
1997-09-04,1624.630005
1997-09-05,1635.77002
1997-09-08,1645.349976
1997-09-09,1656.219971
1997-09-10,1639.25
1997-09-11,1639.859985
1997-09-12,1649.329956
1997-09-15,1634.920044
1997-09-16,1668.599976
1997-09-17,1666.469971
1997-09-18,1670.02002
1997-09-19,1680.359985
1997-09-22,1689.449951
1997-09-23,1697.359985
1997-09-24,1687.410034
1997-09-25,1678.890015
1997-09-26,1682.23999
1997-09-29,1694.97998
1997-09-30,1685.689941
1997-10-01,1690.300049
1997-10-02,1702.410034
1997-10-03,1715.869995
1997-10-06,1721.910034
1997-10-07,1737.27002
1997-10-08,1741.77002
1997-10-09,1745.849976
1997-10-10,1739.030029
1997-10-13,1742.119995
1997-10-14,1732.790039
1997-10-15,1723.369995
1997-10-16,1699.660034
1997-10-17,1666.849976
1997-10-20,1685.449951
1997-10-21,1712.540039
1997-10-22,1708.079956
1997-10-23,1671.25
1997-10-24,1650.920044
1997-10-27,1532.75
1997-10-28,1603.02002
1997-10-29,1602.75
1997-10-30,1570.410034
1997-10-31,1593.609985
1997-11-03,1629.97998
1997-11-04,1631.150024
1997-11-05,1637.329956
1997-11-06,1623.439941
1997-11-07,1602.400024
1997-11-10,1590.719971
1997-11-11,1584.859985
1997-11-12,1541.709961
1997-11-13,1559.25
1997-11-14,1583.51001
1997-11-17,1614.109985
1997-11-18,1600.439941
1997-11-19,1601.219971
1997-11-20,1626.560059
1997-11-21,1620.75
1997-11-24,1586.98999
1997-11-25,1589.040039
1997-11-26,1594.5
1997-11-28,1600.550049
1997-12-01,1630.719971
1997-12-02,1606.369995
1997-12-03,1615.130005
1997-12-04,1613.420044
1997-12-05,1633.900024
1997-12-08,1651.540039
1997-12-09,1620.550049
1997-12-10,1596.609985
1997-12-11,1558.540039
1997-12-12,1536.579956
1997-12-15,1536.560059
1997-12-16,1553
1997-12-17,1547.369995
1997-12-18,1523.189941
1997-12-19,1524.73999
1997-12-22,1532.060059
1997-12-23,1509.910034
1997-12-24,1499.530029
1997-12-26,1511.380005
1997-12-29,1537.449951
1997-12-30,1565.030029
1997-12-31,1570.349976
1998-01-02,1581.530029
1998-01-05,1594.119995
1998-01-06,1580.140015
1998-01-07,1561.699951
1998-01-08,1555.540039
1998-01-09,1503.219971
1998-01-12,1507.579956
1998-01-13,1541.630005
1998-01-14,1548.76001
1998-01-15,1547.060059
1998-01-16,1562.880005
1998-01-20,1590.140015
1998-01-21,1587.920044
1998-01-22,1576.51001
1998-01-23,1575.930054
1998-01-26,1561.459961
1998-01-27,1578.900024
1998-01-28,1610.819946
1998-01-29,1619.48999
1998-01-30,1619.359985
1998-02-02,1652.890015
1998-02-03,1666.339966
1998-02-04,1680.439941
1998-02-05,1676.900024
1998-02-06,1694.349976
1998-02-09,1690.430054
1998-02-10,1709.040039
1998-02-11,1708.550049
1998-02-12,1714.339966
1998-02-13,1710.420044
1998-02-17,1703.430054
1998-02-18,1715.72998
1998-02-19,1727.01001
1998-02-20,1728.130005
1998-02-23,1751.76001
1998-02-24,1738.709961
1998-02-25,1766.47998
1998-02-26,1777.109985
1998-02-27,1770.51001
1998-03-02,1758.540039
1998-03-03,1757.140015
1998-03-04,1759.699951
1998-03-05,1711.920044
1998-03-06,1753.48999
1998-03-09,1725.160034
1998-03-10,1748.51001
1998-03-11,1756.849976
1998-03-12,1764.060059
1998-03-13,1771.660034
1998-03-16,1788.180054
1998-03-17,1779.300049
1998-03-18,1788.280029
1998-03-19,1799.97998
1998-03-20,1789.160034
1998-03-23,1792.51001
1998-03-24,1812.439941
1998-03-25,1824.51001
1998-03-26,1828.540039
1998-03-27,1823.619995
1998-03-30,1818.699951
1998-03-31,1835.680054
1998-04-01,1847.660034
1998-04-02,1852.959961
1998-04-03,1855.400024
1998-04-06,1829.140015
1998-04-07,1798.709961
1998-04-08,1807.01001
1998-04-09,1820.23999
1998-04-13,1824.949951
1998-04-14,1843.030029
1998-04-15,1863.26001
1998-04-16,1858.23999
1998-04-17,1866.599976
1998-04-20,1887.140015
1998-04-21,1903.869995
1998-04-22,1917.609985
1998-04-23,1881.390015
1998-04-24,1868.959961
1998-04-27,1820.310059
1998-04-28,1831.77002
1998-04-29,1851.640015
1998-04-30,1868.410034
1998-05-01,1873.439941
1998-05-04,1878.859985
1998-05-05,1864.910034
1998-05-06,1856.680054
1998-05-07,1835.140015
1998-05-08,1864.369995
1998-05-11,1848.069946
1998-05-12,1860.160034
1998-05-13,1866.180054
1998-05-14,1865.359985
1998-05-15,1846.77002
1998-05-18,1831.619995
1998-05-19,1845.869995
1998-05-20,1831.75
1998-05-21,1820.98999
1998-05-22,1805
1998-05-26,1778.089966
1998-05-27,1781.099976
1998-05-28,1794.619995
1998-05-29,1778.869995
1998-06-01,1746.819946
1998-06-02,1761.790039
1998-06-03,1742.310059
1998-06-04,1769.949951
1998-06-05,1782.920044
1998-06-08,1787.77002
1998-06-09,1800.76001
1998-06-10,1773.25
1998-06-11,1749.75
1998-06-12,1745.050049
1998-06-15,1715.75
1998-06-16,1753.119995
1998-06-17,1776.400024
1998-06-18,1772.699951
1998-06-19,1781.290039
1998-06-22,1805.819946
1998-06-23,1844.569946
1998-06-24,1877.76001
1998-06-25,1863.25
1998-06-26,1869.530029
1998-06-29,1891.079956
1998-06-30,1894.73999
1998-07-01,1914.459961
1998-07-02,1894
1998-07-06,1909.469971
1998-07-07,1908.109985
1998-07-08,1935.390015
1998-07-09,1939.819946
1998-07-10,1943.040039
1998-07-13,1965.530029
1998-07-14,1968.410034
1998-07-15,1994.540039
1998-07-16,2000.560059
1998-07-17,2008.76001
1998-07-20,2014.25
1998-07-21,1979.140015
1998-07-22,1969.75
1998-07-23,1935.219971
1998-07-24,1930.98999
1998-07-27,1933.26001
1998-07-28,1896.530029
1998-07-29,1881.48999
1998-07-30,1919.579956
1998-07-31,1872.390015
1998-08-03,1851.099976
1998-08-04,1785.640015
1998-08-05,1788.199951
1998-08-06,1829.51001
1998-08-07,1846.77002
1998-08-10,1839.209961
1998-08-11,1792.699951
1998-08-12,1825.530029
1998-08-13,1802.540039
1998-08-14,1790.189941
1998-08-17,1818.040039
1998-08-18,1855.119995
1998-08-19,1842.689941
1998-08-20,1832.449951
1998-08-21,1797.609985
1998-08-24,1790.819946
1998-08-25,1798.170044
1998-08-26,1768.130005
1998-08-27,1686.410034
1998-08-28,1639.680054
1998-08-31,1499.25
1998-09-01,1575.089966
1998-09-02,1592.849976
1998-09-03,1571.859985
1998-09-04,1566.52002
1998-09-08,1660.859985
1998-09-09,1624.550049
1998-09-10,1585.329956
1998-09-11,1641.640015
1998-09-14,1665.689941
1998-09-15,1678.109985
1998-09-16,1689.910034
1998-09-17,1646.25
1998-09-18,1663.77002
1998-09-21,1680.430054
1998-09-22,1697.800049
1998-09-23,1760.27002
1998-09-24,1720.339966
1998-09-25,1743.589966
1998-09-28,1739.219971
1998-09-29,1734.050049
1998-09-30,1693.839966
1998-10-01,1612.329956
1998-10-02,1614.97998
1998-10-05,1536.689941
1998-10-06,1510.890015
1998-10-07,1462.609985
1998-10-08,1419.119995
1998-10-09,1492.48999
1998-10-12,1546.079956
1998-10-13,1509.449951
1998-10-14,1540.969971
1998-10-15,1611.01001
1998-10-16,1620.949951
1998-10-19,1648.72998
1998-10-20,1639.189941
1998-10-21,1674.75
1998-10-22,1702.640015
1998-10-23,1693.859985
1998-10-26,1724.97998
1998-10-27,1717.630005
1998-10-28,1737.349976
1998-10-29,1757.189941
1998-10-30,1771.390015
1998-11-02,1800.910034
1998-11-03,1788.430054
1998-11-04,1823.569946
1998-11-05,1837.099976
1998-11-06,1856.560059
1998-11-09,1861.050049
1998-11-10,1865.619995
1998-11-11,1862.109985
1998-11-12,1851.060059
1998-11-13,1847.98999
1998-11-16,1861.680054
1998-11-17,1878.52002
1998-11-18,1897.439941
1998-11-19,1919.680054
1998-11-20,1928.209961
1998-11-23,1977.420044
1998-11-24,1965.880005
1998-11-25,1985.209961
1998-11-27,2016.439941
1998-11-30,1949.540039
1998-12-01,2003.75
1998-12-02,1995.209961
1998-12-03,1954.329956
1998-12-04,2003.160034
1998-12-07,2040.640015
1998-12-08,2034.75
1998-12-09,2050.419922
1998-12-10,2015.959961
1998-12-11,2029.310059
1998-12-14,1966.920044
1998-12-15,2012.599976
1998-12-16,2009.359985
1998-12-17,2043.880005
1998-12-18,2086.139893
1998-12-21,2138.030029
1998-12-22,2120.97998
1998-12-23,2172.540039
1998-12-24,2163.040039
1998-12-28,2180.300049
1998-12-29,2181.77002
1998-12-30,2166.949951
1998-12-31,2192.689941
1999-01-04,2208.050049
1999-01-05,2251.27002
1999-01-06,2320.860107
1999-01-07,2326.090088
1999-01-08,2344.409912
1999-01-11,2384.590088
1999-01-12,2320.75
1999-01-13,2316.810059
1999-01-14,2276.820068
1999-01-15,2348.199951
1999-01-19,2408.169922
1999-01-20,2415.48999
1999-01-21,2344.719971
1999-01-22,2338.879883
1999-01-25,2369.310059
1999-01-26,2433.409912
1999-01-27,2407.139893
1999-01-28,2477.340088
1999-01-29,2505.889893
1999-02-01,2510.090088
1999-02-02,2463.419922
1999-02-03,2493.409912
1999-02-04,2410.070068
1999-02-05,2373.620117
1999-02-08,2404.919922
1999-02-09,2310.790039
1999-02-10,2309.5
1999-02-11,2405.550049
1999-02-12,2321.889893
1999-02-16,2313.870117
1999-02-17,2248.909912
1999-02-18,2260.550049
1999-02-19,2283.600098
1999-02-22,2342.01001
1999-02-23,2376.350098
1999-02-24,2339.379883
1999-02-25,2326.820068
1999-02-26,2288.030029
1999-03-01,2295.179932
1999-03-02,2259.030029
1999-03-03,2265.199951
1999-03-04,2292.889893
1999-03-05,2337.110107
1999-03-08,2397.620117
1999-03-09,2392.939941
1999-03-10,2406
1999-03-11,2412.25
1999-03-12,2381.530029
1999-03-15,2431.439941
1999-03-16,2439.27002
1999-03-17,2428.969971
1999-03-18,2462.959961
1999-03-19,2421.27002
1999-03-22,2395.939941
1999-03-23,2322.840088
1999-03-24,2365.280029
1999-03-25,2434.800049
1999-03-26,2419.169922
1999-03-29,2492.840088
1999-03-30,2480.290039
1999-03-31,2461.399902
1999-04-01,2493.370117
1999-04-05,2560.060059
1999-04-06,2563.169922
1999-04-07,2544.429932
1999-04-08,2573.389893
1999-04-09,2593.050049
1999-04-12,2598.810059
1999-04-13,2583.5
1999-04-14,2507.280029
1999-04-15,2521.77002
1999-04-16,2484.040039
1999-04-19,2345.610107
1999-04-20,2409.639893
1999-04-21,2489.080078
1999-04-22,2561.610107
1999-04-23,2590.689941
1999-04-26,2652.050049
1999-04-27,2602.409912
1999-04-28,2550.370117
1999-04-29,2528.439941
1999-04-30,2542.860107
1999-05-03,2535.580078
1999-05-04,2485.120117
1999-05-05,2534.449951
1999-05-06,2472.280029
1999-05-07,2503.620117
1999-05-10,2526.389893
1999-05-11,2566.679932
1999-05-12,2606.540039
1999-05-13,2582
1999-05-14,2527.860107
1999-05-17,2561.840088
1999-05-18,2558.360107
1999-05-19,2577.399902
1999-05-20,2542.22998
1999-05-21,2520.139893
1999-05-24,2453.659912
1999-05-25,2380.899902
1999-05-26,2427.179932
1999-05-27,2419.149902
1999-05-28,2470.52002
1999-06-01,2412.030029
1999-06-02,2432.409912
1999-06-03,2403.320068
1999-06-04,2478.340088
1999-06-07,2524.209961
1999-06-08,2474.560059
1999-06-09,2519.350098
1999-06-10,2484.620117
1999-06-11,2447.879883
1999-06-14,2398.310059
1999-06-15,2414.669922
1999-06-16,2517.830078
1999-06-17,2544.149902
1999-06-18,2563.439941
1999-06-21,2630.280029
1999-06-22,2580.26001
1999-06-23,2598.120117
1999-06-24,2553.98999
1999-06-25,2552.649902
1999-06-28,2602.439941
1999-06-29,2642.110107
1999-06-30,2686.120117
1999-07-01,2706.179932
1999-07-02,2741.02002
1999-07-06,2736.780029
1999-07-07,2743.040039
1999-07-08,2771.860107
1999-07-09,2793.070068
1999-07-12,2790.439941
1999-07-13,2778.22998
1999-07-14,2818.129883
1999-07-15,2839.370117
1999-07-16,2864.47998
1999-07-19,2830.290039
1999-07-20,2732.179932
1999-07-21,2761.77002
1999-07-22,2684.439941
1999-07-23,2692.399902
1999-07-26,2619.189941
1999-07-27,2679.330078
1999-07-28,2705.840088
1999-07-29,2640.01001
1999-07-30,2638.48999
1999-08-02,2623.629883
1999-08-03,2587.98999
1999-08-04,2540
1999-08-05,2565.830078
1999-08-06,2547.969971
1999-08-09,2518.97998
1999-08-10,2490.110107
1999-08-11,2564.97998
1999-08-12,2549.48999
1999-08-13,2637.810059
1999-08-16,2645.280029
1999-08-17,2671.22998
1999-08-18,2657.72998
1999-08-19,2621.429932
1999-08-20,2648.330078
1999-08-23,2719.570068
1999-08-24,2752.370117
1999-08-25,2805.600098
1999-08-26,2774.620117
1999-08-27,2758.899902
1999-08-30,2712.689941
1999-08-31,2739.350098
1999-09-01,2750.800049
1999-09-02,2734.23999
1999-09-03,2843.110107
1999-09-07,2837.26001
1999-09-08,2808.73999
1999-09-09,2852.02002
1999-09-10,2887.060059
1999-09-13,2844.77002
1999-09-14,2868.290039
1999-09-15,2814.169922
1999-09-16,2806.719971
1999-09-17,2869.620117
1999-09-20,2886.149902
1999-09-21,2821.100098
1999-09-22,2858.159912
1999-09-23,2749.830078
1999-09-24,2740.409912
1999-09-27,2761.75
1999-09-28,2756.25
1999-09-29,2730.27002
1999-09-30,2746.159912
1999-10-01,2736.850098
1999-10-04,2795.969971
1999-10-05,2799.669922
1999-10-06,2857.209961
1999-10-07,2860.699951
1999-10-08,2886.570068
1999-10-11,2915.949951
1999-10-12,2872.429932
1999-10-13,2801.27002
1999-10-14,2806.840088
1999-10-15,2731.830078
1999-10-18,2689.149902
1999-10-19,2688.179932
1999-10-20,2788.129883
1999-10-21,2801.949951
1999-10-22,2816.52002
1999-10-25,2815.949951
1999-10-26,2811.469971
1999-10-27,2802.52002
1999-10-28,2875.219971
1999-10-29,2966.429932
1999-11-01,2967.649902
1999-11-02,2981.629883
1999-11-03,3028.51001
1999-11-04,3055.949951
1999-11-05,3102.290039
1999-11-08,3143.969971
1999-11-09,3125.040039
1999-11-10,3155.959961
1999-11-11,3197.290039
1999-11-12,3221.149902
1999-11-15,3219.540039
1999-11-16,3295.52002
1999-11-17,3269.389893
1999-11-18,3347.110107
1999-11-19,3369.25
1999-11-22,3392.560059
1999-11-23,3342.870117
1999-11-24,3420.5
1999-11-26,3447.810059
1999-11-29,3421.370117
1999-11-30,3336.159912
1999-12-01,3353.709961
1999-12-02,3452.780029
1999-12-03,3520.629883
1999-12-06,3546.01001
1999-12-07,3586.919922
1999-12-08,3586.080078
1999-12-09,3594.169922
1999-12-10,3620.23999
1999-12-13,3658.169922
1999-12-14,3571.659912
1999-12-15,3621.949951
1999-12-16,3715.060059
1999-12-17,3753.060059
1999-12-20,3783.870117
1999-12-21,3911.149902
1999-12-22,3937.300049
1999-12-23,3969.439941
1999-12-27,3975.379883
1999-12-28,3972.110107
1999-12-29,4041.459961
1999-12-30,4036.870117
1999-12-31,4069.310059
2000-01-03,4131.149902
2000-01-04,3901.689941
2000-01-05,3877.540039
2000-01-06,3727.129883
2000-01-07,3882.620117
2000-01-10,4049.669922
2000-01-11,3921.189941
2000-01-12,3850.02002
2000-01-13,3957.209961
2000-01-14,4064.27002
2000-01-18,4130.810059
2000-01-19,4151.290039
2000-01-20,4189.509766
2000-01-21,4235.399902
2000-01-24,4096.080078
2000-01-25,4167.410156
2000-01-26,4069.909912
2000-01-27,4039.560059
2000-01-28,3887.070068
2000-01-31,3940.350098
2000-02-01,4051.97998
2000-02-02,4073.959961
2000-02-03,4210.97998
2000-02-04,4244.140137
2000-02-07,4321.77002
2000-02-08,4427.5
2000-02-09,4363.240234
2000-02-10,4485.629883
2000-02-11,4395.450195
2000-02-14,4418.549805
2000-02-15,4420.77002
2000-02-16,4427.649902
2000-02-17,4548.919922
2000-02-18,4411.740234
2000-02-22,4382.120117
2000-02-23,4550.330078
2000-02-24,4617.649902
2000-02-25,4590.5
2000-02-28,4577.850098
2000-02-29,4696.689941
2000-03-01,4784.080078
2000-03-02,4754.509766
2000-03-03,4914.790039
2000-03-06,4904.850098
2000-03-07,4847.839844
2000-03-08,4897.259766
2000-03-09,5046.859863
2000-03-10,5048.620117
2000-03-13,4907.240234
2000-03-14,4706.629883
2000-03-15,4582.620117
2000-03-16,4717.390137
2000-03-17,4798.129883
2000-03-20,4610
2000-03-21,4711.680176
2000-03-22,4864.75
2000-03-23,4940.609863
2000-03-24,4963.029785
2000-03-27,4958.560059
2000-03-28,4833.890137
2000-03-29,4644.669922
2000-03-30,4457.890137
2000-03-31,4572.830078
2000-04-03,4223.680176
2000-04-04,4148.890137
2000-04-05,4169.220215
2000-04-06,4267.560059
2000-04-07,4446.450195
2000-04-10,4188.200195
2000-04-11,4055.899902
2000-04-12,3769.629883
2000-04-13,3676.780029
2000-04-14,3321.290039
2000-04-17,3539.159912
2000-04-18,3793.570068
2000-04-19,3706.409912
2000-04-20,3643.879883
2000-04-24,3482.47998
2000-04-25,3711.22998
2000-04-26,3630.090088
